Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Code
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,recipient_list.set(EventAwards.Recipient_List[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,award_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,recipient_list.get() : EventAwards.Recipient_List[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventAwards.Award,Award(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team, ,93,21,1,0,21
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,country_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,locality.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,rookie_year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,region.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,nickname.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,team_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,nickname.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,country_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,team_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,region.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,rookie_year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,locality.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventTeams.Team,Team(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation, ,93,21,1,0,21
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,website.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,country_name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,locality.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,rookie_year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,region.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,nickname.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,team_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,location.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,website.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,nickname.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,country_name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,team_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,region.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,rookie_year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,locality.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,location.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamInformation,TeamInformation(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award, ,93,11,1,1,11
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,award_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,recipient_list.set(TeamHistoryAwards.Recipient_List[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,award_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,recipient_list.get() : TeamHistoryAwards.Recipient_List[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamHistoryAwards.Award,Award(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match, ,93,21,1,2,21
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,comp_level.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,match_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,alliances.set(EventMatches.Alliances) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,videos.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,time_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,score_breakdown.set(EventMatches.Score_Breakdown) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,set_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,time.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,comp_level.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,alliances.get() : EventMatches.Alliances,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,score_breakdown.get() : EventMatches.Score_Breakdown,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,set_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,time_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,videos.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,match_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,time.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventMatches.Match,Match(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match, ,93,21,1,3,21
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,comp_level.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,match_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,alliances.set(TeamEventMatches.Alliances) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,videos.set(TeamEventMatches.Video[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,time_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,score_breakdown.set(TeamEventMatches.Score_Breakdown) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,set_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,time.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,comp_level.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,alliances.get() : TeamEventMatches.Alliances,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,score_breakdown.get() : TeamEventMatches.Score_Breakdown,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,set_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,time_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,videos.get() : TeamEventMatches.Video[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,match_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,time.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Match,Match(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award, ,93,11,1,1,11
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,award_type.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,name.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,recipient_list.set(TeamEventAwards.Recipient_List[]) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,year.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,award_type.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,name.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,recipient_list.get() : TeamEventAwards.Recipient_List[],98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,year.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventAwards.Award,Award(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match, ,93,21,1,2,21
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,comp_level.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,match_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,alliances.set(MatchInformation_2015.Alliances) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,videos.set(object[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,time_string.set(object) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,score_breakdown.set(MatchInformation_2015.Score_Breakdown) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,set_number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,event_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,time.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,comp_level.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,event_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,alliances.get() : MatchInformation_2015.Alliances,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,score_breakdown.get() : MatchInformation_2015.Score_Breakdown,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,set_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,time_string.get() : object,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,videos.get() : object[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,match_number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,time.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Match,Match(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team, ,93,19,1,0,19
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Container.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Rank.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Team_Number.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Tote.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Qual_Average.set(double) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Auto.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Litter.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Played.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Coopertition.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Played.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Tote.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Litter.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Rank.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Container.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Auto.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Qual_Average.get() : double,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Team_Number.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Coopertition.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,EventRankings.Team,Team(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation, ,94,7,1,1,7
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,details.set(TeamMedia.Details) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,foreign_key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,details.get() : TeamMedia.Details,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,foreign_key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamMedia.MediaLocation,MediaLocation(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Red1,Red1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown, ,94,9,1,2,9
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,blue.set(MatchInformation_2015.Blue) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,coopertition.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,red.set(MatchInformation_2015.Red) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,coopertition_points.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,blue.get() : MatchInformation_2015.Blue,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,coopertition.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,red.get() : MatchInformation_2015.Red,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,coopertition_points.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,MatchInformation_2015.Score_Breakdown,Score_Breakdown(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances, ,94,5,1,2,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances,blue.set(TeamEventMatches.Blue1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances,red.set(TeamEventMatches.Red1) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances,blue.get() : TeamEventMatches.Blue1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances,red.get() : TeamEventMatches.Red1,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Alliances,Alliances(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue,auto.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue,foul.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue,auto.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue,foul.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue,Blue(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Blue1,Blue1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red,auto.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red,foul.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red,auto.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red,foul.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red,Red(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1,score.set(int) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1,teams.set(string[]) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1,score.get() : int,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1,teams.get() : string[],98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Red1,Red1(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown, ,94,5,1,2,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown,blue.set(TeamEventMatches.Blue) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown,red.set(TeamEventMatches.Red) : void,95,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown,blue.get() : TeamEventMatches.Blue,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown,red.get() : TeamEventMatches.Red,98,1,,1,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Score_Breakdown,Score_Breakdown(),100,1,,0,1
Type,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video, ,94,5,1,0,5
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video,type.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video,key.set(string) : void,95,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video,type.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video,key.get() : string,98,1,,0,1
Member,TheBlueAlliance (Debug),TheBlueAlliance.Models,TeamEventMatches.Video,Video(),100,1,,0,1
